item,cls,source,price,lo,hi,pos_in_range,consumed,trades_per_day,units_per_day,basis
hopper,RENEWABLE,farmable,6250,833,97600,6,,32414,870368,33d candles
dispenser,RENEWABLE,farmable,4500,920,340000,1,,12189,190276,33d candles
dropper,RENEWABLE,farmable,1250,206,794000,2,,6550,219275,33d candles
lectern,RENEWABLE,farmable,70000,44999,70000,100,,3027,28005,last-15 spread
target,RENEWABLE,farmable,8000,4375,10000,64,,2558,56323,last-15 spread
lever,RENEWABLE,farmable,5000,278,5000,100,,13620,242744,last-15 spread
lightning_rod,RENEWABLE,farmable,3109,3109,143000,0,,765,15101,last-15 spread
exposed_lightning_rod,RENEWABLE,farmable,75000,56000,100000,43,,13,24,last-15 spread
weathered_lightning_rod,RENEWABLE,farmable,75000,25000,200000,29,,26,176,last-15 spread
oxidized_lightning_rod,RENEWABLE,farmable,15609,5000,200000,5,,201,1373,last-15 spread
waxed_lightning_rod,RENEWABLE,farmable,666000,78125,700000,95,,40,1195,last-15 spread
waxed_exposed_lightning_rod,RENEWABLE,farmable,750000,100000,750000,100,,0,0,last-15 spread
waxed_weathered_lightning_rod,RENEWABLE,farmable,500000,125000,999000,43,,8,8,last-15 spread
waxed_oxidized_lightning_rod,RENEWABLE,farmable,1000000,154688,2000000,46,,12,201,last-15 spread
sculk_sensor,RENEWABLE,farmable,10000,10000,12500,0,,719,5023,last-15 spread
calibrated_sculk_sensor,RENEWABLE,farmable,100000,100000,300000,0,,274,916,last-15 spread
tripwire_hook,RENEWABLE,farmable,5938,1547,50000,9,,3150,90120,last-15 spread
trapped_chest,RENEWABLE,farmable,200000,100000,350000,40,,402,12381,last-15 spread
tnt,RENEWABLE,farmable,3906,1383,250000,2,yes,22975,871838,33d candles
redstone_lamp,RENEWABLE,farmable,27000,4688,89000,26,,2814,44953,last-15 spread
note_block,RENEWABLE,farmable,14200,1250,14200,100,,7826,193919,last-15 spread
stone_button,RENEWABLE,farmable,5078,3906,7813,30,,1282,45783,last-15 spread
polished_blackstone_button,RENEWABLE,farmable,19500,17949,20000,76,,1862,12630,last-15 spread
oak_button,RENEWABLE,farmable,6500,391,10000,64,,1013,34331,last-15 spread
birch_button,RENEWABLE,farmable,938,391,1000,90,,467,9952,last-15 spread
jungle_button,RENEWABLE,farmable,4700,1000,8000,53,,240,11188,last-15 spread
dark_oak_button,RENEWABLE,farmable,10000,531,10000,100,,172,8731,last-15 spread
pale_oak_button,RENEWABLE,farmable,7813,3333,45313,11,,241,7583,last-15 spread
bamboo_button,RENEWABLE,farmable,3750,3750,5469,0,,114,4693,last-15 spread
crimson_button,RENEWABLE,farmable,35000,20000,37000,88,,118,5297,last-15 spread
warped_button,RENEWABLE,farmable,15625,5391,500000,2,,51,1414,last-15 spread
stone_pressure_plate,RENEWABLE,farmable,4688,4672,19231,0,,931,15858,last-15 spread
polished_blackstone_pressure_plate,RENEWABLE,farmable,35950,34880,43055,13,,145,1886,last-15 spread
light_weighted_pressure_plate,RENEWABLE,farmable,39999,20000,39999,100,,1356,11314,last-15 spread
heavy_weighted_pressure_plate,RENEWABLE,farmable,7143,4688,98989,3,,856,24979,last-15 spread
oak_pressure_plate,RENEWABLE,farmable,10000,1563,20000,46,,530,20136,last-15 spread
spruce_pressure_plate,RENEWABLE,farmable,781,469,781,100,,3284,174843,last-15 spread
birch_pressure_plate,RENEWABLE,farmable,4000,4000,24500,0,,481,2046,last-15 spread
jungle_pressure_plate,RENEWABLE,farmable,578,578,688,0,,46,380,last-15 spread
acacia_pressure_plate,RENEWABLE,farmable,15000,7813,199000,4,,45,705,last-15 spread
cherry_pressure_plate,RENEWABLE,farmable,3125,3125,10000,0,,43,606,last-15 spread
dark_oak_pressure_plate,RENEWABLE,farmable,3571,625,20000,15,,119,3238,last-15 spread
pale_oak_pressure_plate,RENEWABLE,farmable,285000,20000,299000,95,,123,6115,last-15 spread
mangrove_pressure_plate,RENEWABLE,farmable,200000,43600,500000,34,,15,152,last-15 spread
bamboo_pressure_plate,RENEWABLE,farmable,30000,12433,60000,37,,61,355,last-15 spread
crimson_pressure_plate,RENEWABLE,farmable,194000,20000,299000,62,,31,158,last-15 spread
warped_pressure_plate,RENEWABLE,farmable,225000,23438,250000,89,,34,634,last-15 spread
iron_door,RENEWABLE,farmable,19000,17000,19000,100,,1105,11245,last-15 spread
oak_door,RENEWABLE,farmable,15000,15000,80000,0,,868,13254,last-15 spread
spruce_door,RENEWABLE,farmable,15000,625,25000,59,,4195,108947,last-15 spread
birch_door,RENEWABLE,farmable,9677,1563,20000,44,,418,2644,last-15 spread
jungle_door,RENEWABLE,farmable,40000,5000,100000,37,,158,1241,last-15 spread
cherry_door,RENEWABLE,farmable,5000,4667,20000,2,,258,1940,last-15 spread
dark_oak_door,RENEWABLE,farmable,26000,15000,30000,73,,772,15482,last-15 spread
bamboo_door,RENEWABLE,farmable,16667,4688,42500,32,,194,2203,last-15 spread
crimson_door,RENEWABLE,farmable,2783,1563,40000,3,,263,2128,last-15 spread
warped_door,RENEWABLE,farmable,40000,33333,195000,4,,291,2081,last-15 spread
copper_door,RENEWABLE,farmable,50000,6172,50000,100,,54,1207,last-15 spread
exposed_copper_door,RENEWABLE,farmable,100000,29167,190000,44,,3,66,last-15 spread
weathered_copper_door,RENEWABLE,farmable,300000,100000,500000,50,,4,4,last-15 spread
waxed_copper_door,RENEWABLE,farmable,90000,50000,100000,80,,3,5,last-15 spread
waxed_weathered_copper_door,RENEWABLE,farmable,989800,130000,1000000,99,,0,0,last-15 spread
waxed_oxidized_copper_door,RENEWABLE,farmable,69207,68830,200000,0,,87,96,last-15 spread
iron_trapdoor,RENEWABLE,farmable,14600,13000,19500,25,,3057,41602,last-15 spread
oak_trapdoor,RENEWABLE,farmable,1250,703,8000,7,,3198,80148,last-15 spread
spruce_trapdoor,RENEWABLE,farmable,3667,547,7000,48,,11906,333873,last-15 spread
acacia_trapdoor,RENEWABLE,farmable,4000,4000,7016,0,,397,4286,last-15 spread
cherry_trapdoor,RENEWABLE,farmable,4219,3937,4688,38,,437,15569,last-15 spread
dark_oak_trapdoor,RENEWABLE,farmable,8000,6800,8000,100,,1156,46449,last-15 spread
pale_oak_trapdoor,RENEWABLE,farmable,3906,3906,60000,0,,1654,58730,last-15 spread
mangrove_trapdoor,RENEWABLE,farmable,7031,7031,7813,0,,554,14420,last-15 spread
bamboo_trapdoor,RENEWABLE,farmable,2891,2344,3125,70,,658,24342,last-15 spread
crimson_trapdoor,RENEWABLE,farmable,9063,6819,9219,94,,260,7495,last-15 spread
copper_trapdoor,RENEWABLE,farmable,3594,3542,4297,7,,369,20902,last-15 spread
exposed_copper_trapdoor,RENEWABLE,farmable,99875,50000,140625,55,,13,350,last-15 spread
weathered_copper_trapdoor,RENEWABLE,farmable,140469,100000,299500,20,,41,639,last-15 spread
oxidized_copper_trapdoor,RENEWABLE,farmable,62250,62250,295999,0,,237,4246,last-15 spread
waxed_copper_trapdoor,RENEWABLE,farmable,15625,1571,15625,100,,63,2111,last-15 spread
waxed_exposed_copper_trapdoor,RENEWABLE,farmable,139063,70313,2500000,3,,2,128,last-15 spread
waxed_weathered_copper_trapdoor,RENEWABLE,farmable,125000,75000,5000000,1,,20,887,last-15 spread
waxed_oxidized_copper_trapdoor,RENEWABLE,farmable,180000,180000,249500,0,,245,4755,last-15 spread
oak_fence_gate,RENEWABLE,farmable,9375,9375,30000,0,,2477,101909,last-15 spread
spruce_fence_gate,RENEWABLE,farmable,547,469,625,50,,5634,219848,last-15 spread
birch_fence_gate,RENEWABLE,farmable,1875,1875,15574,0,,270,3348,last-15 spread
jungle_fence_gate,RENEWABLE,farmable,8750,1563,14063,57,,57,1479,last-15 spread
acacia_fence_gate,RENEWABLE,farmable,50000,19999,55000,86,,244,733,last-15 spread
cherry_fence_gate,RENEWABLE,farmable,7813,3125,20000,28,,93,4454,last-15 spread
dark_oak_fence_gate,RENEWABLE,farmable,22000,22000,29900,0,,448,10181,last-15 spread
pale_oak_fence_gate,RENEWABLE,farmable,9375,1563,9375,100,,829,33132,last-15 spread
mangrove_fence_gate,RENEWABLE,farmable,50000,40000,50000,100,,47,1016,last-15 spread
bamboo_fence_gate,RENEWABLE,farmable,18750,17114,29688,13,,118,4968,last-15 spread
crimson_fence_gate,RENEWABLE,farmable,100000,78000,125000,47,,453,1476,last-15 spread
warped_fence_gate,RENEWABLE,farmable,80000,75000,89000,36,,259,2550,last-15 spread
powered_rail,RENEWABLE,farmable,40000,40000,50000,0,,10102,262086,last-15 spread
detector_rail,RENEWABLE,farmable,20000,14000,44800,19,,1065,18336,last-15 spread
activator_rail,RENEWABLE,farmable,29000,3125,29000,100,,1457,60202,last-15 spread
white_harness,RENEWABLE,farmable,60000,60000,70000,0,,639,639,last-15 spread
orange_harness,RENEWABLE,farmable,3000000,400000,4000000,72,,21,21,last-15 spread
light_blue_harness,RENEWABLE,farmable,500000,70000,1000000,46,,15,15,last-15 spread
yellow_harness,RENEWABLE,farmable,40000,29000,150000,9,,9,9,last-15 spread
lime_harness,RENEWABLE,farmable,120000,60000,120000,100,,31,31,last-15 spread
pink_harness,RENEWABLE,farmable,750000,500000,1000000,50,,20,20,last-15 spread
gray_harness,RENEWABLE,farmable,100000,40000,975000,6,,14,14,last-15 spread
light_gray_harness,RENEWABLE,farmable,100000,90000,900000,1,,38,38,last-15 spread
cyan_harness,RENEWABLE,farmable,400000,95000,1000000,34,,27,27,last-15 spread
purple_harness,RENEWABLE,farmable,96000,70000,800000,4,,27,27,last-15 spread
brown_harness,RENEWABLE,farmable,54000,50000,54000,100,,38,38,last-15 spread
red_harness,RENEWABLE,farmable,100000,60000,1900000,2,,78,78,last-15 spread
black_harness,RENEWABLE,farmable,100000,100000,200000,0,,160,160,last-15 spread
minecart,RENEWABLE,farmable,12000,11000,12000,100,,7727,7727,last-15 spread
chest_minecart,RENEWABLE,farmable,50000,50000,99000,0,,8192,8192,last-15 spread
furnace_minecart,RENEWABLE,farmable,15000,15000,45289,0,,178,178,last-15 spread
tnt_minecart,RENEWABLE,farmable,35000,33000,35000,100,,9090,9090,last-15 spread
hopper_minecart,RENEWABLE,farmable,50000,50000,100000,0,,9248,9248,last-15 spread
carrot_on_a_stick,RENEWABLE,farmable,300000,199999,305000,95,,227,227,last-15 spread
warped_fungus_on_a_stick,RENEWABLE,farmable,150000,80000,150000,100,,337,337,last-15 spread
phantom_membrane,RENEWABLE,farmable,6600,4900,8000,55,,511,3847,last-15 spread
elytra,STRUCTURE,end city,358999982,210000000,650000000,33,,3510,3510,33d candles
oak_boat,RENEWABLE,farmable,25000,15000,100000,12,,3012,3012,last-15 spread
oak_chest_boat,RENEWABLE,farmable,1000000,19000,1000000,100,,279,279,last-15 spread
spruce_boat,RENEWABLE,farmable,8000,8000,10000,0,,9720,9720,last-15 spread
spruce_chest_boat,RENEWABLE,farmable,67000,20000,70000,94,,309,309,last-15 spread
birch_boat,RENEWABLE,farmable,20000,19000,20000,100,,1183,1183,last-15 spread
birch_chest_boat,RENEWABLE,farmable,35000,25000,85000,17,,43,43,last-15 spread
jungle_boat,RENEWABLE,farmable,25000,10000,50000,38,,365,365,last-15 spread
jungle_chest_boat,RENEWABLE,farmable,100000,100000,1000000,0,,10,10,last-15 spread
acacia_chest_boat,RENEWABLE,farmable,100000,100000,200000,0,,36,36,last-15 spread
cherry_boat,RENEWABLE,farmable,500000,250000,1000000,33,,701,701,last-15 spread
cherry_chest_boat,RENEWABLE,farmable,1500000,250000,3000000,45,,67,67,last-15 spread
dark_oak_boat,RENEWABLE,farmable,5000,5000,8000,0,,866,866,last-15 spread
dark_oak_chest_boat,RENEWABLE,farmable,110000,88000,125000,59,,27,27,last-15 spread
pale_oak_boat,RENEWABLE,farmable,14000,14000,20000,0,,291,291,last-15 spread
pale_oak_chest_boat,RENEWABLE,farmable,150000,75000,800000,10,,7,7,last-15 spread
mangrove_boat,RENEWABLE,farmable,100000,30000,200000,41,,85,85,last-15 spread
mangrove_chest_boat,RENEWABLE,farmable,200000,100000,200000,100,,45,45,last-15 spread
bamboo_raft,RENEWABLE,farmable,98000,10000,100000,98,,409,409,last-15 spread
bamboo_chest_raft,RENEWABLE,farmable,100000,70000,44999997,0,,18,18,last-15 spread
turtle_helmet,RENEWABLE,farmable,120000,120000,170000,0,,3767,3767,last-15 spread
turtle_scute,RENEWABLE,farmable,22000,22000,30000,0,,993,15955,last-15 spread
armadillo_scute,RENEWABLE,farmable,4000,1000,5000,75,,327,6418,last-15 spread
wolf_armor,RENEWABLE,farmable,10000,10000,15000,0,,743,743,last-15 spread
flint_and_steel,RENEWABLE,farmable,70000,55000,70000,100,,14523,14523,last-15 spread
bowl,RENEWABLE,farmable,2344,500,3125,70,,172,5560,last-15 spread
apple,RENEWABLE,farmable,2813,1563,2969,89,,3801,210916,last-15 spread
bow,RENEWABLE,farmable,250000,200000,700000,10,,23823,23823,last-15 spread
arrow,RENEWABLE,farmable,250,250,313,0,yes,10800,673991,last-15 spread
coal,RENEWABLE,farmable,623,623,1563,0,,6826,400411,last-15 spread
charcoal,RENEWABLE,farmable,703,625,703,100,,7819,494965,last-15 spread
diamond,RENEWABLE,farmable,7000,6579,8750,19,,17301,426121,last-15 spread
emerald,RENEWABLE,farmable,3740,3438,18000,2,,6250,247593,last-15 spread
quartz,RENEWABLE,farmable,12500,1719,30000,38,,3110,161932,last-15 spread
amethyst_shard,RENEWABLE,farmable,625,625,781,0,,2770,126915,last-15 spread
raw_iron,RENEWABLE,farmable,1406,1094,3333,14,,1526,41400,last-15 spread
iron_ingot,RENEWABLE,farmable,1818,677,8000,16,,12891,614588,last-15 spread
raw_copper,RENEWABLE,farmable,259,203,328,45,,1817,86657,last-15 spread
copper_ingot,RENEWABLE,farmable,625,469,625,100,,2552,144234,last-15 spread
raw_gold,RENEWABLE,farmable,3333,2500,5000,33,,1631,42592,last-15 spread
gold_ingot,RENEWABLE,farmable,2813,2813,4900,0,,5897,196989,last-15 spread
netherite_ingot,RENEWABLE,farmable,6000000,4000000,10000000,27,,4726,6212,33d candles
netherite_scrap,RENEWABLE,farmable,1500000,1500000,1600000,0,,1467,1605,last-15 spread
wooden_sword,RENEWABLE,farmable,50000,20000,99999,38,,1110,1110,last-15 spread
wooden_shovel,RENEWABLE,farmable,100000,10000,100000,100,,463,463,last-15 spread
wooden_pickaxe,RENEWABLE,farmable,30000,10000,30000,100,,575,575,last-15 spread
wooden_axe,RENEWABLE,farmable,10000,5000,30000,20,,230,230,last-15 spread
wooden_hoe,RENEWABLE,farmable,25000,4000,89000,25,,219,219,last-15 spread
copper_shovel,RENEWABLE,farmable,19000,17000,60000,5,,115,115,last-15 spread
copper_axe,RENEWABLE,farmable,20000,10000,22000,83,,471,471,last-15 spread
copper_hoe,RENEWABLE,farmable,200000,150000,200000,100,,303,303,last-15 spread
stone_pickaxe,RENEWABLE,farmable,10000,8000,10000,100,,7270,7270,last-15 spread
stone_axe,RENEWABLE,farmable,12000,9900,40000,7,,3948,3948,last-15 spread
golden_sword,RENEWABLE,farmable,34000,20000,60000,35,,773,773,last-15 spread
golden_shovel,RENEWABLE,farmable,65000,30000,100000,50,,189,189,last-15 spread
golden_pickaxe,RENEWABLE,farmable,40000,20000,50000,67,,283,283,last-15 spread
golden_axe,RENEWABLE,farmable,28000,10000,50000,45,,265,265,last-15 spread
golden_hoe,RENEWABLE,farmable,40000,25000,100000,20,,214,214,last-15 spread
iron_shovel,RENEWABLE,farmable,15000,11000,19999,44,,1809,1809,last-15 spread
iron_pickaxe,RENEWABLE,farmable,10000,10000,20000,0,,13585,13585,last-15 spread
iron_axe,RENEWABLE,farmable,25000,15000,98000,12,,5651,5651,last-15 spread
iron_hoe,RENEWABLE,farmable,50000,5000,99000,48,,774,774,last-15 spread
diamond_sword,RENEWABLE,farmable,200000,108000,500000,23,,58039,58039,last-15 spread
diamond_shovel,RENEWABLE,farmable,240000,240000,399000,0,,30304,30304,last-15 spread
diamond_pickaxe,RENEWABLE,farmable,250000,49000,360000,65,,82327,82327,last-15 spread
diamond_axe,RENEWABLE,farmable,350000,250000,749000,20,,27512,27512,last-15 spread
diamond_hoe,RENEWABLE,farmable,200000,25000,500000,37,,4262,4262,last-15 spread
netherite_sword,RENEWABLE,farmable,7000000,6999900,7000000,100,,4461,4461,last-15 spread
netherite_shovel,RENEWABLE,farmable,4399000,4200000,12000000,3,,1205,1205,last-15 spread
netherite_pickaxe,RENEWABLE,farmable,20100000,6767676,23000000,82,,31033,31033,last-15 spread
netherite_axe,RENEWABLE,farmable,2399000,2350000,3000000,8,,13293,13293,last-15 spread
netherite_hoe,RENEWABLE,farmable,1099000,1002000,1099000,100,,2325,2325,last-15 spread
stick,RENEWABLE,farmable,313,313,10000,0,,8234,466981,last-15 spread
string,RENEWABLE,farmable,625,625,1406,0,,3226,167401,last-15 spread
feather,RENEWABLE,farmable,600,234,5000,8,,1018,45634,last-15 spread
wheat_seeds,RENEWABLE,farmable,1563,391,1563,100,,5771,340584,last-15 spread
wheat,RENEWABLE,farmable,1859,1563,1859,100,,3800,228627,last-15 spread
bread,RENEWABLE,farmable,2563,2547,3063,3,,6565,320708,last-15 spread
leather_helmet,RENEWABLE,farmable,170000,100000,1000000,8,,1594,1594,last-15 spread
leather_chestplate,RENEWABLE,farmable,150000,150000,200000,0,,2784,2784,last-15 spread
leather_leggings,RENEWABLE,farmable,100000,89000,850000,1,,1406,1406,last-15 spread
leather_boots,RENEWABLE,farmable,30000,29900,34000,2,,8357,8357,last-15 spread
copper_helmet,RENEWABLE,farmable,12000,10000,45000,6,,375,375,last-15 spread
copper_chestplate,RENEWABLE,farmable,10000,10000,15000,0,,584,584,last-15 spread
copper_leggings,RENEWABLE,farmable,15000,10000,25000,33,,352,352,last-15 spread
copper_boots,RENEWABLE,farmable,14000,5900,50000,18,,337,337,last-15 spread
chainmail_helmet,RENEWABLE,farmable,39000,10000,40000,97,,593,593,last-15 spread
chainmail_chestplate,RENEWABLE,farmable,20000,20000,45000,0,,638,638,last-15 spread
chainmail_leggings,RENEWABLE,farmable,50000,49000,50000,100,,740,740,last-15 spread
chainmail_boots,RENEWABLE,farmable,89000,20000,99700,87,,736,736,last-15 spread
iron_helmet,RENEWABLE,farmable,10000,9000,30000,5,,1292,1292,last-15 spread
iron_chestplate,RENEWABLE,farmable,111000,37000,111000,100,,3273,3273,last-15 spread
iron_leggings,RENEWABLE,farmable,9000,9000,50000,0,,1804,1804,last-15 spread
iron_boots,RENEWABLE,farmable,298000,100000,298000,100,,2481,2481,last-15 spread
diamond_helmet,RENEWABLE,farmable,125000,80000,399000,14,,26294,26294,last-15 spread
diamond_chestplate,RENEWABLE,farmable,155000,100000,340000,23,,25401,25401,last-15 spread
diamond_leggings,RENEWABLE,farmable,194000,100000,290000,49,,30636,30636,last-15 spread
diamond_boots,RENEWABLE,farmable,300000,300000,500000,0,,31356,31356,last-15 spread
golden_helmet,RENEWABLE,farmable,80000,30000,90000,83,,1046,1046,last-15 spread
golden_chestplate,RENEWABLE,farmable,50000,30000,80000,40,,737,737,last-15 spread
golden_leggings,RENEWABLE,farmable,35000,20000,90000,21,,590,590,last-15 spread
golden_boots,RENEWABLE,farmable,40000,40000,60000,0,,1295,1295,last-15 spread
netherite_chestplate,RENEWABLE,farmable,6700000,6600000,7300000,14,,6067,6067,last-15 spread
netherite_leggings,RENEWABLE,farmable,6500000,6300000,6790000,41,,5650,5650,last-15 spread
netherite_boots,RENEWABLE,farmable,6690000,6600000,6900000,30,,5342,5342,last-15 spread
flint,RENEWABLE,farmable,1563,1053,3125,25,,1749,46833,last-15 spread
porkchop,RENEWABLE,farmable,1667,1328,10000,4,,944,50784,last-15 spread
cooked_porkchop,RENEWABLE,farmable,938,933,938,100,,13847,840873,last-15 spread
painting,RENEWABLE,farmable,40000,20000,40000,100,,1683,17920,last-15 spread
golden_apple,RENEWABLE,farmable,23688,2800,127000,14,yes,13709,303957,33d candles
enchanted_golden_apple,STRUCTURE,structure chest only,1700000,899000,9000000,7,yes,2378,16384,33d candles
oak_sign,RENEWABLE,farmable,9000,2000,10000,88,,7071,63466,last-15 spread
spruce_sign,RENEWABLE,farmable,625,624,9900,0,,19912,192701,last-15 spread
birch_sign,RENEWABLE,farmable,875,625,2438,14,,1805,16957,last-15 spread
jungle_sign,RENEWABLE,farmable,938,563,1250,55,,634,6089,last-15 spread
acacia_sign,RENEWABLE,farmable,4000,2500,4000,100,,497,2133,last-15 spread
cherry_sign,RENEWABLE,farmable,6250,6188,6250,100,,847,9808,last-15 spread
dark_oak_sign,RENEWABLE,farmable,2500,625,2500,100,,1302,13538,last-15 spread
pale_oak_sign,RENEWABLE,farmable,10188,10188,12538,0,,2611,35707,last-15 spread
mangrove_sign,RENEWABLE,farmable,6188,6188,6250,0,,259,3194,last-15 spread
crimson_sign,RENEWABLE,farmable,6188,6188,100000,0,,259,3834,last-15 spread
warped_sign,RENEWABLE,farmable,6188,6188,75000,0,,917,10797,last-15 spread
spruce_hanging_sign,RENEWABLE,farmable,37449,25000,39828,84,,455,3374,last-15 spread
jungle_hanging_sign,RENEWABLE,farmable,100000,5000,125000,79,,22,268,last-15 spread
acacia_hanging_sign,RENEWABLE,farmable,245313,95000,437500,44,,38,173,last-15 spread
cherry_hanging_sign,RENEWABLE,farmable,15625,15574,295000,0,,121,914,last-15 spread
dark_oak_hanging_sign,RENEWABLE,farmable,37375,37375,50000,0,,94,765,last-15 spread
pale_oak_hanging_sign,RENEWABLE,farmable,14688,4688,18750,71,,506,3563,last-15 spread
mangrove_hanging_sign,RENEWABLE,farmable,440000,40446,440000,100,,97,408,last-15 spread
bamboo_hanging_sign,RENEWABLE,farmable,167000,26000,249900,63,,137,1467,last-15 spread
crimson_hanging_sign,RENEWABLE,farmable,93750,28500,250000,29,,67,663,last-15 spread
warped_hanging_sign,RENEWABLE,farmable,159000,35663,200000,75,,225,1180,last-15 spread
water_bucket,RENEWABLE,farmable,25000,23600,30000,22,,31117,31117,last-15 spread
snowball,RENEWABLE,farmable,219,219,250,0,,6497,103131,last-15 spread
leather,RENEWABLE,farmable,1719,1719,2031,0,,5488,240201,last-15 spread
milk_bucket,RENEWABLE,farmable,30000,29900,100000,0,,8353,8353,last-15 spread
salmon_bucket,RENEWABLE,farmable,50000,50000,105000,0,,164,164,last-15 spread
cod_bucket,RENEWABLE,farmable,99000,50000,299000,20,,117,117,last-15 spread
tropical_fish_bucket,RENEWABLE,farmable,35000,34000,60000,4,,8026,8026,last-15 spread
axolotl_bucket,RENEWABLE,farmable,100000,100000,200000,0,,8642,8642,last-15 spread
brick,RENEWABLE,farmable,2719,2719,2891,0,,484,27135,last-15 spread
clay_ball,RENEWABLE,farmable,547,313,781,50,,1609,96168,last-15 spread
dried_kelp_block,RENEWABLE,farmable,2000,2000,2500,0,,3947,113748,last-15 spread
paper,RENEWABLE,farmable,781,391,781,100,,8072,494320,last-15 spread
slime_ball,RENEWABLE,farmable,469,469,625,0,,1882,107749,last-15 spread
blue_egg,RENEWABLE,farmable,1125,438,1875,48,,1472,23006,last-15 spread
brown_egg,RENEWABLE,farmable,1250,625,1250,100,,1670,26089,last-15 spread
compass,RENEWABLE,farmable,60000,30000,95000,46,,2260,20766,last-15 spread
recovery_compass,RENEWABLE,farmable,115000,50000,245000,33,,249,431,last-15 spread
bundle,RENEWABLE,farmable,99000,99000,250000,0,,4165,4165,last-15 spread
white_bundle,RENEWABLE,farmable,150000,75000,150000,100,,25,25,last-15 spread
orange_bundle,RENEWABLE,farmable,29000,29000,500000,0,,22,22,last-15 spread
magenta_bundle,RENEWABLE,farmable,69000,50000,5000000,0,,29,29,last-15 spread
light_blue_bundle,RENEWABLE,farmable,200000,150000,650000,10,,8,8,last-15 spread
yellow_bundle,RENEWABLE,farmable,50000,50000,100000,0,,17,17,last-15 spread
lime_bundle,RENEWABLE,farmable,1000000,150000,15000000,6,,7,7,last-15 spread
pink_bundle,RENEWABLE,farmable,1000000,70000,12990001,7,,25,25,last-15 spread
gray_bundle,RENEWABLE,farmable,300000,200000,400000,50,,24,24,last-15 spread
light_gray_bundle,RENEWABLE,farmable,295000,140000,415000,56,,22,22,last-15 spread
cyan_bundle,RENEWABLE,farmable,49000,49000,999000,0,,5,5,last-15 spread
purple_bundle,RENEWABLE,farmable,1000000,199000,7000000,12,,25,25,last-15 spread
brown_bundle,RENEWABLE,farmable,250000,99800,9000000,2,,14,14,last-15 spread
green_bundle,RENEWABLE,farmable,395000,199000,465000,74,,27,27,last-15 spread
red_bundle,RENEWABLE,farmable,99000,70000,100000,97,,171,171,last-15 spread
black_bundle,RENEWABLE,farmable,250000,200000,500000,17,,60,60,last-15 spread
fishing_rod,RENEWABLE,farmable,35000,35000,90000,0,,3983,3983,last-15 spread
clock,RENEWABLE,farmable,60000,35000,60000,100,,581,1072,last-15 spread
spyglass,RENEWABLE,farmable,20000,20000,29000,0,,1964,1964,last-15 spread
glowstone_dust,RENEWABLE,farmable,1563,781,5000,19,,2295,95056,last-15 spread
cod,RENEWABLE,farmable,388,388,3906,0,,728,40209,last-15 spread
salmon,RENEWABLE,farmable,33333,6641,50000,62,,323,14056,last-15 spread
tropical_fish,RENEWABLE,farmable,89000,9240,90000,99,,381,12172,last-15 spread
pufferfish,RENEWABLE,farmable,21875,21875,66667,0,,743,16412,last-15 spread
cooked_cod,RENEWABLE,farmable,3169,2344,4297,42,,200,10176,last-15 spread
cooked_salmon,RENEWABLE,farmable,6074,4762,6094,98,,113,3431,last-15 spread
ink_sac,RENEWABLE,farmable,3422,3370,7500,1,,1325,48651,last-15 spread
glow_ink_sac,RENEWABLE,farmable,1547,1328,15000,2,,4531,59963,last-15 spread
cocoa_beans,RENEWABLE,farmable,400,167,7000,3,,661,28474,last-15 spread
white_dye,RENEWABLE,farmable,781,469,938,67,,3544,216041,last-15 spread
orange_dye,RENEWABLE,farmable,3125,3000,4641,8,,1632,99015,last-15 spread
magenta_dye,RENEWABLE,farmable,156,155,234,1,,1684,100429,last-15 spread
light_blue_dye,RENEWABLE,farmable,1247,1210,1247,100,,1308,78181,last-15 spread
lime_dye,RENEWABLE,farmable,1847,1719,2031,41,,1837,115827,last-15 spread
gray_dye,RENEWABLE,farmable,3906,938,3906,100,,1071,65983,last-15 spread
light_gray_dye,RENEWABLE,farmable,1023,1022,1156,1,,811,41765,last-15 spread
cyan_dye,RENEWABLE,farmable,2328,2273,2344,77,,1278,68518,last-15 spread
purple_dye,RENEWABLE,farmable,984,781,1563,26,,1699,102779,last-15 spread
brown_dye,RENEWABLE,farmable,1406,1176,1406,100,,1023,59100,last-15 spread
green_dye,RENEWABLE,farmable,781,781,938,0,,2676,165745,last-15 spread
black_dye,RENEWABLE,farmable,3000,2969,50000,0,,3101,129661,last-15 spread
bone_meal,RENEWABLE,farmable,469,141,547,81,,23437,1443928,last-15 spread
bone,RENEWABLE,farmable,766,175,500000,4,,4790,286684,11d candles
sugar,RENEWABLE,farmable,357,234,625,31,,537,27172,last-15 spread
cake,RENEWABLE,farmable,150000,99000,198000,52,,1808,1808,last-15 spread
orange_bed,RENEWABLE,farmable,50001,15000,78000,56,,238,238,last-15 spread
magenta_bed,RENEWABLE,farmable,30000,20000,39900,50,,646,646,last-15 spread
light_blue_bed,RENEWABLE,farmable,100000,50000,300000,20,,330,330,last-15 spread
pink_bed,RENEWABLE,farmable,66641,40000,99000,45,,696,696,last-15 spread
light_gray_bed,RENEWABLE,farmable,19900,19900,20000,0,,141,141,last-15 spread
purple_bed,RENEWABLE,farmable,179000,170000,180000,90,,320,320,last-15 spread
blue_bed,RENEWABLE,farmable,28900,28000,200000,1,,807,807,last-15 spread
brown_bed,RENEWABLE,farmable,111430,100000,250000,8,,188,188,last-15 spread
