kind,action,item,inputs,unit_cost,unit_value,per_listing,capital_per_listing,profit_per_listing,cycle_min,profit_per_slot_hour,raw_slot_hour,grade,depth_listings_per_day,ceiling_per_hour,useful_slots,note
CRAFT,craft polished_blackstone_brick_wall and sell a stack,polished_blackstone_brick_wall,6x polished_blackstone_bricks,215.0,3906.0,64,13760,236224,51.7,137077,274155,C,14.2,69891,0.51,
CRAFT,craft gold_nugget and sell a stack,gold_nugget,1x gold_ingot,66.7,750.0,64,4267,43733,9.7,135769,271539,C,83.1,75720,0.56,
CRAFT,craft spruce_stairs and sell a stack,spruce_stairs,6x spruce_planks,48.0,469.0,64,3072,26944,6.0,134720,269440,C,255.9,143647,1.07,
CRAFT,craft firework_rocket and sell a stack,firework_rocket,1x gunpowder + 1x paper,50.0,469.0,64,3200,26816,6.0,134080,268160,C,832.6,465144,3.47,
CRAFT,craft waxed_oxidized_cut_copper and sell a stack,waxed_oxidized_cut_copper,4x waxed_oxidized_copper,4684.8,5469.0,64,299828,50188,19.1,133783,157392,B,39.7,70581,0.53,
CRAFT,craft waxed_cut_copper_stairs and sell a stack,waxed_cut_copper_stairs,6x waxed_cut_copper,9523.5,15609.0,64,609504,389472,148.7,133543,157109,B,4.9,67223,0.5,
CRAFT,craft brown_concrete_powder and sell a stack,brown_concrete_powder,1x brown_dye + 4x sand + 4x gravel,335.1,3906.0,64,21445,228539,51.5,133062,266123,C,14.2,67848,0.51,
CRAFT,craft copper_ingot and sell a stack,copper_ingot,1x waxed_copper_block,56.1,469.0,64,3591,26425,6.0,132124,264248,C,225.4,124068,0.94,
CRAFT,craft birch_boat and sell a stack,birch_boat,5x birch_planks,781.2,19000.0,1,781,18219,7.1,131122,154261,B,118.3,76333,0.58,
CRAFT,craft iron_bars and sell a stack,iron_bars,6x iron_ingot,63.8,469.0,64,4080,25936,6.0,129680,259360,C,284.2,153544,1.18,
CRAFT,craft spruce_pressure_plate and sell a stack,spruce_pressure_plate,2x spruce_planks,64.0,469.0,64,4096,25920,6.0,129600,259200,C,273.2,147524,1.14,
FLIP,"buy lapis_block on /orders at 700, relist a stack",lapis_block,64 x lapis_block,700.0,1875.0,64,44800,75200,35.0,128914,128914,A,150.0,470122,3.65,order needs ~0.5h to fill
CRAFT,craft pumpkin_seeds and sell a stack,pumpkin_seeds,1x pumpkin,17.5,703.0,64,1120,43872,10.3,128322,256643,C,77.8,71092,0.55,
CRAFT,craft smooth_sandstone_slab and sell a stack,smooth_sandstone_slab,3x smooth_sandstone,15.5,2328.0,64,992,148000,34.7,127858,255715,C,21.3,65824,0.51,
CRAFT,craft blackstone_wall and sell a stack,blackstone_wall,6x blackstone,850.0,1563.0,64,54400,45632,21.5,127561,127561,A,35.2,66897,0.52,
CRAFT,craft cobbled_deepslate_stairs and sell a stack,cobbled_deepslate_stairs,6x cobbled_deepslate,15.0,1172.0,64,960,74048,17.5,126625,253251,C,43.5,67140,0.53,
CRAFT,craft diorite_slab and sell a stack,diorite_slab,3x diorite,598.5,1563.0,64,38301,61731,25.1,125508,147657,B,29.9,65360,0.52,
CRAFT,craft nether_brick_slab and sell a stack,nether_brick_slab,3x nether_bricks,1217.9,4167.0,64,77948,188740,76.9,125250,147353,B,9.5,63451,0.51,
CRAFT,craft end_stone_brick_wall and sell a stack,end_stone_brick_wall,6x end_stone_bricks,313.0,4688.0,64,20032,280000,114.3,124902,146943,B,6.4,63002,0.5,
CRAFT,craft spruce_fence_gate and sell a stack,spruce_fence_gate,4x stick + 2x spruce_planks,84.0,469.0,64,5376,24640,6.0,123200,246400,C,343.5,176336,1.43,
CRAFT,craft copper_grate and sell a stack,copper_grate,4x copper_block,642.0,5469.0,64,41088,308928,75.3,123042,246084,C,9.7,62349,0.51,
CRAFT,craft prismarine_brick_slab and sell a stack,prismarine_brick_slab,3x prismarine_bricks,0.8,3125.0,64,48,199952,49.0,122544,245089,C,15.0,62550,0.51,
CRAFT,craft polished_deepslate and sell a stack,polished_deepslate,4x cobbled_deepslate,10.0,391.0,64,640,24384,6.0,121920,243840,C,449.7,228439,1.87,
CRAFT,craft stripped_dark_oak_wood and sell a stack,stripped_dark_oak_wood,4x stripped_dark_oak_log,9583.3,13929.0,64,613333,278123,116.9,121341,142755,B,6.2,61194,0.5,
CRAFT,craft jungle_wood and sell a stack,jungle_wood,4x jungle_log,88.0,4688.0,64,5632,294400,73.5,120091,240182,C,9.9,60873,0.51,
CRAFT,craft lime_bed and sell a stack,lime_bed,3x lime_wool + 3x spruce_planks,9471.0,74999.0,1,9471,65528,16.4,119740,239480,C,46.7,63753,0.53,
CRAFT,craft oak_pressure_plate and sell a stack,oak_pressure_plate,2x oak_planks,104.0,1563.0,64,6656,93376,23.9,117285,234570,C,31.5,61205,0.52,
CRAFT,craft orange_concrete_powder and sell a stack,orange_concrete_powder,1x orange_dye + 4x sand + 4x gravel,336.5,1953.0,64,21536,103456,26.5,117228,234456,C,28.3,60915,0.52,
CRAFT,craft mud_brick_wall and sell a stack,mud_brick_wall,6x mud_bricks,50.0,1875.0,64,3200,116800,30.0,116717,233434,C,24.8,60369,0.52,
CRAFT,craft acacia_boat and sell a stack,acacia_boat,5x acacia_planks,225.0,100000.0,1,225,99775,25.7,116662,233323,C,29.2,60696,0.52,
CRAFT,craft pink_dye and sell a stack,pink_dye,1x pink_petals,6.0,188.0,64,384,11648,6.0,116480,116480,A,253.5,123008,1.06,
CRAFT,craft pink_concrete_powder and sell a stack,pink_concrete_powder,1x pink_dye + 4x sand + 4x gravel,178.8,2059.0,64,11445,120331,31.0,116420,232840,C,24.0,60150,0.52,
CRAFT,craft polished_blackstone_slab and sell a stack,polished_blackstone_slab,3x polished_blackstone,156.0,1079.0,64,9984,59072,15.2,116298,232597,C,50.6,62233,0.54,
CRAFT,craft blue_harness and sell a stack,blue_harness,3x leather + 2x glass + 1x blue_wool,1479.0,500000.0,1,1479,498521,129.6,115424,230848,C,5.6,58161,0.5,
CRAFT,craft brown_terracotta and sell a stack,brown_terracotta,8x terracotta + 1x brown_dye,423.8,781.0,64,27125,22859,10.1,114984,135276,B,78.8,63783,0.55,
CRAFT,craft stone_brick_slab and sell a stack,stone_brick_slab,3x stone_bricks,2.5,531.0,64,160,33824,8.9,113878,227756,C,91.0,64137,0.56,
CRAFT,craft fire_charge and sell a stack,fire_charge,1x gunpowder + 1x blaze_powder + 1x coal,92.3,1563.0,64,5909,94123,25.0,112868,225736,C,30.0,58784,0.52,
CRAFT,craft copper_lantern and sell a stack,copper_lantern,8x copper_nugget + 1x copper_torch,3984.8,6250.0,64,255030,144970,65.6,112735,132629,B,11.1,57240,0.51,
CRAFT,craft observer and sell a stack,observer,6x cobblestone + 2x redstone + 1x quartz,1819.9,2172.0,64,116475,22533,6.0,112666,225331,C,773.3,363040,3.22,
CRAFT,craft smooth_stone_slab and sell a stack,smooth_stone_slab,3x smooth_stone,40.0,391.0,64,2560,22464,6.0,112320,224640,C,347.6,162679,1.45,
CRAFT,craft bamboo_fence and sell a stack,bamboo_fence,4x bamboo_planks + 2x stick,628.7,1875.0,64,40235,79765,21.4,111569,223139,C,35.2,58513,0.52,
CRAFT,craft blue_candle and sell a stack,blue_candle,1x candle + 1x blue_dye,865.6,6250.0,64,55400,344600,94.4,109477,218955,C,7.7,55325,0.51,
CRAFT,craft paper and sell a stack,paper,3x sugar_cane,51.0,391.0,64,3264,21760,6.0,108800,217600,C,772.4,350143,3.22,
CRAFT,craft mangrove_slab and sell a stack,mangrove_slab,3x mangrove_planks,858.5,1563.0,64,54944,45088,21.2,108376,127502,B,35.6,56868,0.52,
CRAFT,craft granite_slab and sell a stack,granite_slab,3x granite,217.4,2273.0,64,13913,131559,62.0,108231,127330,B,11.8,55003,0.51,
CRAFT,craft bamboo_button and sell a stack,bamboo_button,1x bamboo_planks,469.0,3750.0,64,30016,209984,99.2,107968,127021,B,7.3,54534,0.51,
CRAFT,craft bamboo_planks and sell a stack,bamboo_planks,1x bamboo_block,66.5,234.0,64,4256,10720,6.0,107200,107200,A,195.2,87189,0.81,
CRAFT,craft candle and sell a stack,candle,1x string + 1x honeycomb,172.0,1094.0,64,11008,59008,16.6,106924,213849,C,46.3,56899,0.53,
CRAFT,craft pink_bed and sell a stack,pink_bed,3x pink_wool + 3x spruce_planks,576.0,40000.0,1,576,39424,11.3,104252,208504,C,69.6,57165,0.55,
CRAFT,craft brown_candle and sell a stack,brown_candle,1x candle + 1x brown_dye,1490.6,10000.0,64,95400,544600,156.8,104174,208348,C,4.6,52421,0.5,
CRAFT,craft red_candle and sell a stack,red_candle,1x candle + 1x red_dye,256.0,1250.0,64,16384,63616,18.6,102848,205696,C,41.0,54353,0.53,
CRAFT,craft note_block and sell a stack,note_block,8x spruce_planks + 1x redstone,616.9,938.0,64,39480,20552,6.0,102758,205517,C,303.0,129732,1.26,
CRAFT,craft crimson_stairs and sell a stack,crimson_stairs,6x crimson_planks,1641.0,3125.0,64,105024,94976,48.8,99286,116807,B,15.1,50682,0.51,
CRAFT,craft cobblestone_wall and sell a stack,cobblestone_wall,6x cobblestone,131.4,313.0,64,8407,11625,6.0,98812,116250,B,577.3,237670,2.41,
CRAFT,craft light_blue_candle and sell a stack,light_blue_candle,1x candle + 1x light_blue_dye,1347.0,14063.0,64,86208,813824,249.0,98048,196095,C,2.9,49222,0.5,
CRAFT,craft white_bed and sell a stack,white_bed,3x white_wool + 3x spruce_planks,405.0,20000.0,1,405,19595,6.0,97975,195950,C,1182.5,482731,4.93,
CRAFT,craft armor_stand and sell a stack,armor_stand,6x stick + 1x smooth_stone_slab,45.1,1250.0,16,722,19278,6.0,96392,192784,C,1219.6,489840,5.08,
CRAFT,craft spyglass and sell a stack,spyglass,1x amethyst_shard + 2x copper_ingot,751.0,20000.0,1,751,19249,6.0,96245,192490,C,196.4,78760,0.82,
FLIP,"buy dispenser on /orders at 3,000, relist a stack",dispenser,64 x dispenser,3000.0,3875.0,64,192000,56000,35.0,96000,96000,A,297.3,693715,7.23,order needs ~0.5h to fill
CRAFT,craft birch_fence and sell a stack,birch_fence,4x birch_planks + 2x stick,211.7,2222.0,64,13547,128661,40.3,95776,191552,C,18.3,49107,0.51,
CRAFT,craft stonecutter and sell a stack,stonecutter,1x iron_ingot + 3x stone,212.0,2031.0,64,13568,116416,36.6,95503,191006,C,20.2,49094,0.51,
CRAFT,craft warped_slab and sell a stack,warped_slab,3x warped_planks,1024.5,1531.0,64,65570,32414,17.4,95149,111940,B,44.0,50480,0.53,
CRAFT,craft stick and sell a stack,stick,2x spruce_planks,16.0,313.0,64,1024,19008,6.0,95040,190080,C,729.7,288944,3.04,
CRAFT,craft blue_ice and sell a stack,blue_ice,9x packed_ice,2664.0,2961.0,64,170496,19008,6.0,95040,190080,C,320.5,126929,1.34,
CRAFT,craft pink_stained_glass_pane and sell a stack,pink_stained_glass_pane,6x pink_stained_glass,468.8,1563.0,64,30000,70032,37.8,94416,111078,B,19.6,48490,0.51,
CRAFT,craft ladder and sell a stack,ladder,7x stick,11.7,306.0,64,747,18837,6.0,94187,188373,C,917.5,360083,3.82,
CRAFT,craft mossy_cobblestone_slab and sell a stack,mossy_cobblestone_slab,3x mossy_cobblestone,12.0,2586.0,64,768,164736,52.6,93933,187866,C,14.0,47876,0.51,
CRAFT,craft orange_candle and sell a stack,orange_candle,1x candle + 1x orange_dye,1502.0,12698.0,64,96131,716541,230.5,93266,186533,C,3.1,46836,0.5,
CRAFT,craft cut_sandstone and sell a stack,cut_sandstone,4x sandstone,312.5,781.0,64,20000,29984,16.9,90584,106569,B,45.3,48144,0.53,
CRAFT,craft oak_planks and sell a stack,oak_planks,1x oak_log,21.3,303.0,64,1361,18031,6.0,90155,180310,C,309.0,116056,1.29,
CRAFT,craft light_blue_concrete_powder and sell a stack,light_blue_concrete_powder,1x light_blue_dye + 4x sand + 4x gravel,317.1,1250.0,64,20296,59704,19.9,89933,179865,C,38.1,47343,0.53,
CRAFT,craft spruce_button and sell a stack,spruce_button,1x spruce_planks,32.0,313.0,64,2048,17984,6.0,89920,179840,C,385.4,144378,1.61,
CRAFT,craft brick_wall and sell a stack,brick_wall,6x bricks,1953.0,8594.0,64,124992,425024,241.8,89663,105486,B,3.0,45018,0.5,
CRAFT,craft spruce_planks and sell a stack,spruce_planks,1x spruce_log,18.0,156.0,64,1152,8832,6.0,88320,88320,A,708.6,260753,2.95,
CRAFT,craft waxed_exposed_copper_chain and sell a stack,waxed_exposed_copper_chain,1x exposed_copper_chain + 1x honeycomb,20100.0,85938.0,64,1286400,4213632,1441.0,87723,175446,C,0.0,0,0.0,
CRAFT,craft crimson_hanging_sign and sell a stack,crimson_hanging_sign,2x iron_chain + 6x stripped_crimson_stem,6302.0,25000.0,16,100832,299168,174.8,87308,102715,B,4.1,43905,0.5,
CRAFT,craft bordure_indented_banner_pattern and sell a stack,bordure_indented_banner_pattern,1x paper + 1x vine,1509.2,99000.0,1,1509,97491,34.0,85952,171903,C,21.8,44277,0.52,
CRAFT,craft warped_sign and sell a stack,warped_sign,6x warped_planks + 1x stick,4099.8,6188.0,16,65596,33412,11.7,85894,171788,C,67.5,46972,0.55,
CRAFT,craft bamboo_mosaic_stairs and sell a stack,bamboo_mosaic_stairs,6x bamboo_mosaic,2367.0,10766.0,64,151488,537536,320.6,85521,100613,B,2.3,42894,0.5,
CRAFT,craft yellow_dye and sell a stack,yellow_dye,1x sunflower,234.4,391.0,64,15000,10024,6.0,85204,100240,B,296.0,105088,1.23,
CRAFT,craft blue_bed and sell a stack,blue_bed,3x blue_wool + 3x spruce_planks,306.0,28000.0,1,306,27694,9.9,83736,167471,C,80.7,46561,0.56,
CRAFT,craft nether_brick_wall and sell a stack,nether_brick_wall,6x nether_bricks,2435.9,5833.0,64,155897,217415,133.2,83230,97917,B,5.4,41930,0.5,
CRAFT,craft prismarine_slab and sell a stack,prismarine_slab,3x prismarine,1472.3,3125.0,64,94229,105771,65.0,83024,97675,B,11.3,42161,0.51,
CRAFT,craft tuff_brick_stairs and sell a stack,tuff_brick_stairs,6x tuff_bricks,1772.2,3125.0,64,113421,86579,54.9,80492,94696,B,13.4,40993,0.51,
CRAFT,craft mossy_stone_brick_stairs and sell a stack,mossy_stone_brick_stairs,6x mossy_stone_bricks,1570.3,3125.0,64,100500,99500,63.6,79776,93855,B,11.5,40525,0.51,
CRAFT,craft copper_chain and sell a stack,copper_chain,2x copper_nugget + 1x copper_ingot,668.5,2344.0,64,42781,107235,41.0,78504,157008,C,18.0,40234,0.51,
CRAFT,craft rail and sell a stack,rail,6x iron_ingot + 1x stick,64.1,309.0,64,4100,15676,6.0,78380,156760,C,603.4,197050,2.51,
CRAFT,craft magma_block and sell a stack,magma_block,4x magma_cream,148.0,391.0,64,9472,15552,6.0,77760,155520,C,296.0,95888,1.23,
CRAFT,craft red_sandstone and sell a stack,red_sandstone,4x red_sand,1012.0,2500.0,64,64771,95229,36.8,77618,155236,C,20.1,39893,0.51,
CRAFT,craft waxed_cut_copper and sell a stack,waxed_cut_copper,4x waxed_copper_block,505.0,3906.0,64,32321,217663,84.7,77075,154151,C,8.6,38998,0.51,
FLIP,"buy soul_sand on /orders at 85, relist a stack",soul_sand,64 x soul_sand,85.0,781.0,64,5440,44544,35.0,76361,76361,A,441.3,819122,10.73,order needs ~0.5h to fill
CRAFT,craft pink_candle and sell a stack,pink_candle,1x candle + 1x pink_dye,240.6,2813.0,64,15400,164632,65.1,75849,151698,C,11.2,38516,0.51,
CRAFT,craft acacia_wood and sell a stack,acacia_wood,4x acacia_log,190.0,7656.0,64,12160,477824,191.4,74889,149778,C,3.8,37641,0.5,
CRAFT,craft oak_boat and sell a stack,oak_boat,5x oak_planks,260.0,15000.0,1,260,14740,6.0,73700,147400,C,301.2,92494,1.25,
CRAFT,craft orange_stained_glass_pane and sell a stack,orange_stained_glass_pane,8x glass_pane + 1x orange_dye,784.3,2344.0,64,50192,99824,69.1,73638,86633,B,10.6,37359,0.51,
CRAFT,craft cherry_chest_boat and sell a stack,cherry_chest_boat,1x chest + 1x cherry_boat,100456.2,250000.0,1,100456,149544,108.5,70317,82725,B,6.7,35485,0.5,
FLIP,"buy creaking_heart on /orders at 1,200, relist a stack",creaking_heart,64 x creaking_heart,1200.0,3906.0,64,76800,173184,149.6,69440,69440,A,7.7,55552,0.8,order needs ~0.9h to fill
CRAFT,craft light_gray_concrete_powder and sell a stack,light_gray_concrete_powder,1x light_gray_dye + 4x sand + 4x gravel,289.1,1094.0,64,18504,51512,22.6,68329,136657,C,33.3,35745,0.52,
CRAFT,craft end_rod and sell a stack,end_rod,1x blaze_rod + 1x popped_chorus_fruit,490.6,703.0,64,31400,13592,6.0,67960,135920,C,158.2,44796,0.66,
CRAFT,craft cherry_hanging_sign and sell a stack,cherry_hanging_sign,2x iron_chain + 6x stripped_cherry_log,5208.5,15574.0,16,83336,165848,127.0,66580,78329,B,5.7,33554,0.5,
CRAFT,craft cyan_bed and sell a stack,cyan_bed,3x cyan_wool + 3x spruce_planks,7127.2,79000.0,1,7127,71873,32.4,66465,132929,C,22.9,34289,0.52,
CRAFT,craft cut_copper_slab and sell a stack,cut_copper_slab,3x cut_copper,2500.0,6818.0,64,160000,276352,212.4,66363,78074,B,3.4,33339,0.5,
CRAFT,craft brown_bed and sell a stack,brown_bed,3x brown_wool + 3x spruce_planks,13854.8,100000.0,1,13855,86145,39.3,65763,131527,C,18.8,33740,0.51,
CRAFT,craft mossy_stone_brick_slab and sell a stack,mossy_stone_brick_slab,3x mossy_stone_bricks,523.4,3125.0,64,33500,166500,129.4,65626,77207,B,5.6,33069,0.5,
CRAFT,craft mossy_cobblestone_wall and sell a stack,mossy_cobblestone_wall,6x mossy_cobblestone,24.0,2344.0,64,1536,148480,68.3,65247,130493,C,10.7,33108,0.51,
CRAFT,craft soul_torch and sell a stack,soul_torch,1x coal + 1x stick + 1x soul_sand,72.5,1563.0,64,4640,95392,43.9,65121,130243,C,16.8,33319,0.51,
CRAFT,craft magenta_candle and sell a stack,magenta_candle,1x candle + 1x magenta_dye,255.0,12500.0,64,16320,783680,361.8,64974,129947,C,2.0,32577,0.5,
CRAFT,craft black_harness and sell a stack,black_harness,3x leather + 2x glass + 1x black_wool,1439.0,100000.0,1,1439,98561,46.0,64279,128558,C,16.0,32854,0.51,
CRAFT,craft andesite and sell a stack,andesite,1x diorite + 1x cobblestone,664.1,781.0,64,42505,7479,6.0,63572,74790,B,151.1,40020,0.63,
CRAFT,craft acacia_stairs and sell a stack,acacia_stairs,6x acacia_planks,67.5,7797.0,64,4320,494688,236.1,62857,125714,C,3.1,31562,0.5,
CRAFT,craft yellow_bed and sell a stack,yellow_bed,3x yellow_wool + 3x spruce_planks,9063.5,40000.0,1,9063,30937,15.0,61953,123906,C,51.5,33192,0.54,
CRAFT,craft crimson_sign and sell a stack,crimson_sign,6x crimson_planks + 1x stick,2189.7,6188.0,16,35035,63973,31.0,61816,123632,C,24.0,31937,0.52,
CRAFT,craft bone_meal and sell a stack,bone_meal,1x bone,45.7,141.0,64,2923,6101,6.0,61013,61013,A,2256.1,573560,9.4,
CRAFT,craft brown_stained_glass_pane and sell a stack,brown_stained_glass_pane,8x glass_pane + 1x brown_dye,782.8,4672.0,64,50101,248907,208.8,60809,71541,B,3.5,30551,0.5,
CRAFT,craft stripped_crimson_hyphae and sell a stack,stripped_crimson_hyphae,4x stripped_crimson_stem,7708.0,13781.0,64,493312,388672,327.1,60597,71291,B,2.2,30392,0.5,
CRAFT,craft arrow and sell a stack,arrow,1x flint + 1x stick + 1x feather,61.0,250.0,64,3906,12094,6.0,60472,120944,C,1053.1,265349,4.39,
FLIP,"buy dropper on /orders at 236, relist a stack",dropper,64 x dropper,236.0,780.0,64,15104,34816,35.0,59685,59685,A,342.6,497023,8.33,order needs ~0.5h to fill
CRAFT,craft andesite_slab and sell a stack,andesite_slab,3x andesite,5.5,1207.0,64,352,76896,38.7,59534,119068,C,19.1,30556,0.51,
CRAFT,craft cherry_shelf and sell a stack,cherry_shelf,6x stripped_cherry_log,4687.5,6234.0,64,300000,98976,85.0,59410,69894,B,8.6,30059,0.51,
CRAFT,craft magenta_concrete_powder and sell a stack,magenta_concrete_powder,1x magenta_dye + 4x sand + 4x gravel,180.6,859.0,64,11560,43416,22.3,58459,116919,C,33.8,30603,0.52,
CRAFT,craft bamboo_door and sell a stack,bamboo_door,6x bamboo_planks,938.0,4688.0,64,60032,240000,210.2,58239,68516,B,3.4,29259,0.5,
CRAFT,craft cherry_stairs and sell a stack,cherry_stairs,6x cherry_planks,1171.9,1563.0,64,75000,25032,22.1,57741,67931,B,34.1,30238,0.52,
CRAFT,craft coarse_dirt and sell a stack,coarse_dirt,2x dirt + 2x gravel,11.0,469.0,64,704,29312,15.6,56524,113047,C,49.5,30203,0.53,
CRAFT,craft dark_oak_planks and sell a stack,dark_oak_planks,1x dark_oak_log,25.0,234.0,64,1600,13376,7.4,54522,109045,C,113.2,31548,0.58,
CRAFT,craft mossy_stone_brick_wall and sell a stack,mossy_stone_brick_wall,6x mossy_stone_bricks,1046.9,3125.0,64,67000,133000,125.2,54190,63752,B,5.8,27313,0.5,
CRAFT,craft gray_candle and sell a stack,gray_candle,1x candle + 1x gray_dye,3637.7,12500.0,64,232814,567186,314.5,54109,108218,C,2.3,27141,0.5,
FLIP,"buy obsidian on /orders at 601, relist a stack",obsidian,64 x obsidian,601.0,1094.0,64,38464,31552,35.0,54089,54089,A,985.4,1295440,23.95,order needs ~0.5h to fill
FLIP,"buy bone on /orders at 137, relist a stack",bone,64 x bone,137.0,625.0,64,8768,31232,35.0,53541,53541,A,447.9,582924,10.89,order needs ~0.5h to fill
CRAFT,craft light_blue_bed and sell a stack,light_blue_bed,3x light_blue_wool + 3x spruce_planks,9741.0,50000.0,1,9741,40259,22.8,52930,105860,C,33.0,27678,0.52,
CRAFT,craft glistering_melon_slice and sell a stack,glistering_melon_slice,8x gold_nugget + 1x melon_slice,274.0,1563.0,64,17536,82496,47.6,52037,104075,C,15.5,26578,0.51,
CRAFT,craft cherry_wood and sell a stack,cherry_wood,4x cherry_log,170.7,1563.0,64,10923,89109,51.4,51971,103942,C,14.3,26501,0.51,
FLIP,"buy observer on /orders at 1,700, relist a stack",observer,64 x observer,1700.0,2172.0,64,108800,30208,35.0,51785,51785,A,773.3,973386,18.8,order needs ~0.5h to fill
CRAFT,craft honeycomb_block and sell a stack,honeycomb_block,4x honeycomb,400.0,1953.0,64,25600,99392,57.8,51596,103192,C,12.7,26252,0.51,
CRAFT,craft dark_oak_fence and sell a stack,dark_oak_fence,4x dark_oak_planks + 2x stick,1391.2,2292.0,64,89036,57652,33.6,51426,102851,C,22.1,26501,0.52,
CRAFT,craft crimson_fence and sell a stack,crimson_fence,4x crimson_planks + 2x stick,1462.0,6250.0,64,93568,306432,179.5,51224,102448,C,4.0,25755,0.5,
CRAFT,craft polished_granite and sell a stack,polished_granite,4x granite,434.8,750.0,64,27826,20174,20.1,51183,60215,B,37.7,26931,0.53,
FLIP,"buy shulker_box on /orders at 5,000, relist a stack",shulker_box,1 x shulker_box,5000.0,40000.0,1,5000,35000,35.0,51000,60000,B,2622.3,3250559,63.74,order needs ~0.5h to fill
CRAFT,craft minecart and sell a stack,minecart,5x iron_ingot,850.0,11000.0,1,850,10150,6.0,50750,101500,C,772.7,163394,3.22,
CRAFT,craft cobbled_deepslate_wall and sell a stack,cobbled_deepslate_wall,6x cobbled_deepslate,10.0,1111.0,64,640,70464,42.6,49570,99141,C,17.3,25380,0.51,
CRAFT,craft magenta_dye and sell a stack,magenta_dye,1x allium,1.0,155.0,64,64,9856,6.0,49280,98560,C,156.9,32221,0.65,
CRAFT,craft cobblestone_slab and sell a stack,cobblestone_slab,3x cobblestone,65.7,156.0,64,4204,5780,6.0,49134,57805,B,457.3,93627,1.91,
CRAFT,craft quartz_slab and sell a stack,quartz_slab,3x quartz_block,550.0,781.0,64,35200,14784,9.3,47880,95761,C,87.1,26837,0.56,
CRAFT,craft light_gray_terracotta and sell a stack,light_gray_terracotta,8x terracotta + 1x light_gray_dye,377.9,625.0,64,24184,15816,16.9,47642,56049,B,45.2,25316,0.53,
CRAFT,craft crimson_hyphae and sell a stack,crimson_hyphae,4x crimson_stem,2729.2,3125.0,64,174668,25332,27.2,47490,55871,B,27.5,24651,0.52,
CRAFT,craft copper_bars and sell a stack,copper_bars,6x copper_ingot,23.6,1094.0,64,1512,68504,43.4,47336,94673,C,17.0,24226,0.51,
CRAFT,craft pumpkin_pie and sell a stack,pumpkin_pie,1x pumpkin + 1x sugar + 1x egg,442.0,1563.0,64,28288,71744,46.2,46544,93087,C,15.9,23786,0.51,
CRAFT,craft resin_clump and sell a stack,resin_clump,1x resin_block,361.8,1016.0,64,23152,41872,46.2,46188,54339,B,15.9,23604,0.51,
FLIP,"buy bamboo_block on /orders at 133, relist a stack",bamboo_block,64 x bamboo_block,133.0,547.0,64,8512,26496,35.0,45422,45422,A,208.2,229801,5.06,order needs ~0.5h to fill
CRAFT,craft oak_button and sell a stack,oak_button,1x oak_planks,52.0,391.0,64,3328,21696,14.4,45130,90260,C,53.6,24246,0.54,
CRAFT,craft spruce_sign and sell a stack,spruce_sign,6x spruce_planks + 1x stick,65.7,624.0,16,1051,8933,6.0,44667,89333,C,1204.4,224149,5.02,
CRAFT,craft spruce_slab and sell a stack,spruce_slab,3x spruce_planks,16.0,155.0,64,1024,8896,6.0,44480,88960,C,935.0,173295,3.9,
CRAFT,craft tinted_glass and sell a stack,tinted_glass,4x amethyst_shard + 1x glass,1390.0,1528.0,64,88960,8832,6.0,44160,88320,C,186.0,34218,0.77,
CRAFT,craft copper_torch and sell a stack,copper_torch,1x copper_nugget + 1x charcoal + 1x stick,101.9,1563.0,64,6524,93508,63.6,44084,88168,C,11.5,22394,0.51,
CRAFT,craft oxidized_copper_grate and sell a stack,oxidized_copper_grate,4x oxidized_copper,1000.0,9982.0,64,64000,574848,393.5,43825,87651,C,1.8,21968,0.5,
CRAFT,craft end_stone_brick_stairs and sell a stack,end_stone_brick_stairs,6x end_stone_bricks,469.5,1563.0,64,30048,69984,84.6,42204,49652,B,8.6,21355,0.51,
CRAFT,craft red_dye and sell a stack,red_dye,1x beetroot,25.0,156.0,64,1600,8384,6.0,41920,83840,C,516.2,90165,2.15,
FLIP,"buy leaf_litter on /orders at 20, relist a stack",leaf_litter,64 x leaf_litter,20.0,1561.0,64,1280,98624,141.6,41784,41784,A,8.1,33427,0.8,order needs ~0.9h to fill
CRAFT,craft pink_harness and sell a stack,pink_harness,3x leather + 2x glass + 1x pink_wool,1569.0,500000.0,1,1569,498431,361.0,41421,82842,C,2.0,20768,0.5,
CRAFT,craft brick_stairs and sell a stack,brick_stairs,6x bricks,2929.5,7031.0,64,187488,262496,324.4,41272,48555,B,2.2,20700,0.5,
CRAFT,craft nether_wart_block and sell a stack,nether_wart_block,9x nether_wart,468.0,906.0,64,29952,28032,21.0,40044,80088,C,36.0,21023,0.52,
CRAFT,craft rabbit_stew and sell a stack,rabbit_stew,1x baked_potato + 1x cooked_rabbit + 1x bowl + 1x carrot + 1x brown_mushroom,7464.0,140000.0,1,7464,132536,101.0,39367,78734,C,7.2,19880,0.51,
CRAFT,craft spruce_boat and sell a stack,spruce_boat,5x spruce_planks,160.0,8000.0,1,160,7840,6.0,39200,78400,C,972.0,158760,4.05,
FLIP,"buy tall_dry_grass on /orders at 28, relist a stack",tall_dry_grass,64 x tall_dry_grass,28.0,625.0,64,1792,38208,59.1,38758,38758,A,24.7,39325,1.01,order needs ~0.5h to fill
CRAFT,craft gray_bed and sell a stack,gray_bed,3x gray_wool + 3x spruce_planks,1599.3,20000.0,1,1599,18401,15.0,36916,73832,C,51.6,19781,0.54,
